House Price,House Size (s.f.)
320000,1428.571429
220000,969.1629956
302000,1342.222222
369000,1640
302000,1342.222222
369000,1669.683258
287000,1275.555556
229000,1022.321429
263000,1174.107143
305000,1355.555556
300000,1333.333333
354000,1594.594595
284000,1267.857143
335000,1495.535714
271000,1204.444444
326000,1436.123348
284000,1285.067873
289000,1290.178571
293000,1296.460177
274000,1234.234234
238000,1048.45815
366000,1648.648649
226000,1004.444444
237000,1067.567568
228000,1031.674208
273000,1202.643172
340000,1524.663677
342000,1547.511312
240000,1066.666667
333000,1466.960352
370000,1644.444444
243000,1089.686099
288000,1280
282000,1247.787611
361000,1640.909091
254000,1118.942731
275000,1244.343891
368000,1621.145374
311000,1407.239819
305000,1349.557522
277000,1220.264317
312000,1392.857143
231000,1035.874439
355000,1577.777778
292000,1292.035398
228000,1031.674208
372000,1668.161435
310000,1390.134529
265000,1167.400881
272000,1219.730942
286000,1271.111111
279000,1262.443439
301000,1355.855856
266000,1198.198198
222000,977.9735683
315000,1418.918919
374000,1677.130045
294000,1300.884956
261000,1165.178571
246000,1118.181818
259000,1161.434978
236000,1053.571429
283000,1257.777778
386000,1700.440529
380000,1674.008811
282000,1258.928571
323000,1422.907489
312000,1399.103139
355000,1584.821429
301000,1361.99095
284000,1251.101322
301000,1349.775785
261000,1149.779736
291000,1304.932735
368000,1672.727273
255000,1128.318584
221000,986.6071429
362000,1601.769912
296000,1315.555556
367000,1616.740088
280000,1238.938053
373000,1657.777778
344000,1549.54955
275000,1250
281000,1254.464286
327000,1479.638009
358000,1584.070796
356000,1575.221239
263000,1158.590308
285000,1289.59276
225000,1008.96861
236000,1039.647577
253000,1144.79638
223000,986.7256637
232000,1022.026432
372000,1653.333333
336000,1493.333333
362000,1645.454545
260000,1176.470588
350000,1590.909091
275000,1216.814159
341000,1502.202643
303000,1346.666667
342000,1506.60793
284000,1279.279279
301000,1331.858407
293000,1290.748899
267000,1186.666667
309000,1367.256637
246000,1108.108108
247000,1117.647059
293000,1290.748899
289000,1273.127753
245000,1103.603604
267000,1186.666667
386000,1715.555556
373000,1680.18018
223000,995.5357143
344000,1535.714286
275000,1216.814159
286000,1282.511211
320000,1428.571429
284000,1285.067873
225000,1022.727273
310000,1390.134529
343000,1531.25
324000,1459.459459
281000,1243.362832
352000,1571.428571
286000,1276.785714
357000,1622.727273
285000,1289.59276
366000,1663.636364
231000,1022.123894
231000,1045.248869
262000,1174.887892
331000,1458.14978
311000,1382.222222
248000,1107.142857
296000,1303.964758
298000,1324.444444
270000,1221.719457
257000,1152.466368
275000,1244.343891
348000,1560.538117
316000,1436.363636
214000,972.7272727
241000,1095.454545
277000,1247.747748
369000,1632.743363
296000,1327.35426
319000,1405.286344
300000,1321.585903
310000,1409.090909
339000,1533.936652
294000,1295.154185
380000,1688.888889
345000,1568.181818
380000,1727.272727
240000,1090.909091
342000,1513.274336
217000,955.9471366
243000,1104.545455
353000,1561.946903
364000,1654.545455
300000,1351.351351
357000,1600.896861
320000,1454.545455
262000,1185.520362
313000,1409.90991
230000,1017.699115
277000,1231.111111
217000,986.3636364
244000,1104.072398
275000,1250
375000,1689.189189
358000,1591.111111
280000,1272.727273
361000,1590.30837
276000,1248.868778
338000,1522.522523
234000,1054.054054
349000,1551.111111
216000,964.2857143
326000,1436.123348
276000,1221.238938
355000,1570.79646
262000,1169.642857
216000,968.6098655
231000,1040.540541
342000,1533.632287
300000,1345.29148
334000,1511.312217
331000,1471.111111
340000,1545.454545
312000,1418.181818
280000,1255.605381
260000,1171.171171
293000,1296.460177
258000,1151.785714
227000,1000
288000,1297.297297
252000,1135.135135
361000,1611.607143
329000,1475.336323
366000,1656.108597
231000,1022.123894
248000,1092.511013
240000,1076.233184
280000,1238.938053
250000,1101.321586
333000,1493.273543
359000,1602.678571
240000,1076.233184
301000,1343.75
235000,1053.811659
301000,1355.855856
336000,1500
271000,1193.832599
371000,1648.888889
312000,1405.405405
371000,1641.59292
327000,1453.333333
291000,1322.727273
248000,1127.272727
237000,1044.052863
230000,1017.699115
365000,1651.58371
248000,1127.272727
270000,1216.216216
312000,1386.666667
365000,1651.58371
300000,1333.333333
374000,1647.577093
260000,1150.442478
271000,1215.246637
280000,1272.727273
279000,1262.443439
258000,1167.420814
316000,1398.230088
223000,995.5357143
345000,1547.085202
280000,1238.938053
356000,1610.859729
345000,1540.178571
303000,1352.678571
378000,1695.067265
340000,1504.424779
279000,1268.181818
376000,1671.111111
236000,1044.247788
332000,1488.789238
276000,1226.666667
345000,1547.085202
279000,1256.756757
352000,1578.475336
363000,1650
268000,1180.61674
278000,1252.252252
340000,1511.111111
284000,1273.542601
298000,1342.342342
318000,1400.881057
322000,1418.502203
303000,1371.040724
266000,1192.825112
303000,1358.744395
351000,1546.255507
335000,1488.888889
331000,1504.545455
255000,1138.392857
333000,1480
242000,1070.79646
356000,1618.181818
274000,1234.234234
235000,1035.242291
287000,1264.317181
233000,1049.54955
366000,1612.334802
225000,995.5752212
271000,1199.115044
344000,1563.636364
255000,1148.648649
383000,1717.488789
373000,1680.18018
364000,1603.524229
280000,1272.727273
326000,1442.477876
338000,1522.522523
259000,1177.272727
377000,1698.198198
384000,1745.454545
322000,1437.5
352000,1564.444444
318000,1413.333333
382000,1682.819383
228000,1022.421525
214000,972.7272727
302000,1348.214286
311000,1407.239819
273000,1202.643172
353000,1568.888889
357000,1600.896861
324000,1466.063348
314000,1408.071749
337000,1491.150442
234000,1035.39823
342000,1526.785714
274000,1223.214286
252000,1110.132159
294000,1336.363636
353000,1590.09009
304000,1381.818182
214000,951.1111111
320000,1441.441441
318000,1419.642857
299000,1317.180617
236000,1063.063063
241000,1061.674009
274000,1212.389381
291000,1287.610619
330000,1493.21267
248000,1117.117117
233000,1030.973451
309000,1379.464286
283000,1263.392857
246000,1108.108108
335000,1488.888889
343000,1552.036199
323000,1468.181818
378000,1710.40724
334000,1477.876106
307000,1395.454545
370000,1659.192825
293000,1290.748899
227000,1008.888889
240000,1061.946903
294000,1295.154185
254000,1139.013453
367000,1623.893805
251000,1135.746606
248000,1102.222222
232000,1054.545455
351000,1581.081081
268000,1196.428571
230000,1026.785714
326000,1442.477876
379000,1676.99115
283000,1280.542986
328000,1490.909091
358000,1598.214286
322000,1443.946188
315000,1418.918919
294000,1318.38565
361000,1590.30837
334000,1504.504505
306000,1384.615385
263000,1158.590308
294000,1324.324324
212000,942.2222222
264000,1183.856502
352000,1571.428571
269000,1211.711712
362000,1623.318386
340000,1511.111111
311000,1400.900901
242000,1100
339000,1520.179372
305000,1373.873874
316000,1392.070485
248000,1092.511013
276000,1254.545455
312000,1374.449339
352000,1600
342000,1533.632287
380000,1719.457014
284000,1285.067873
336000,1493.333333
367000,1616.740088
273000,1218.75
277000,1247.747748
357000,1600.896861
320000,1422.222222
329000,1462.222222
379000,1676.99115
281000,1254.464286
339000,1520.179372
331000,1490.990991
311000,1394.618834
346000,1524.229075
336000,1493.333333
259000,1177.272727
286000,1259.911894
236000,1072.727273
247000,1112.612613
331000,1504.545455
282000,1258.928571
338000,1522.522523
221000,986.6071429
365000,1644.144144
281000,1237.885463
356000,1610.859729
373000,1650.442478
330000,1473.214286
270000,1194.690265
261000,1160
266000,1187.5
356000,1610.859729
249000,1101.769912
229000,1017.777778
273000,1213.333333
333000,1506.78733
330000,1479.820628
291000,1281.938326
374000,1669.642857
247000,1102.678571
368000,1621.145374
328000,1484.162896
282000,1247.787611
275000,1244.343891
247000,1097.777778
350000,1590.909091
311000,1413.636364
360000,1607.142857
328000,1484.162896
273000,1207.964602
294000,1324.324324
297000,1325.892857
361000,1611.607143
315000,1412.556054
251000,1140.909091
340000,1531.531532
313000,1397.321429
220000,977.7777778
291000,1322.727273
234000,1049.327354
269000,1206.278027
311000,1400.900901
239000,1071.748879
327000,1446.902655
278000,1230.088496
345000,1568.181818
285000,1283.783784
308000,1381.165919
225000,1013.513514
327000,1466.367713
341000,1529.147982
248000,1102.222222
372000,1646.017699
336000,1493.333333
248000,1117.117117
297000,1308.370044
225000,995.5752212
386000,1730.941704
295000,1299.559471
242000,1066.079295
365000,1629.464286
259000,1166.666667
290000,1312.217195
272000,1225.225225
264000,1189.189189
278000,1235.555556
229000,1013.274336
247000,1088.105727
304000,1363.2287
265000,1188.340807
295000,1334.841629
294000,1306.666667
275000,1250
332000,1502.262443
303000,1340.707965
350000,1541.85022
365000,1636.7713
266000,1203.61991
273000,1224.215247
336000,1486.725664
281000,1237.885463
290000,1277.53304
355000,1570.79646
349000,1558.035714
285000,1261.061947
338000,1515.695067
288000,1303.167421
254000,1128.888889
305000,1367.713004
344000,1528.888889
283000,1257.777778
313000,1403.587444
300000,1327.433628
238000,1076.923077
321000,1459.090909
311000,1376.106195
325000,1431.718062
277000,1247.747748
347000,1563.063063
363000,1613.333333
334000,1477.876106
263000,1184.684685
277000,1225.663717
290000,1312.217195
271000,1226.244344
362000,1645.454545
359000,1609.865471
258000,1172.727273
279000,1262.443439
368000,1635.555556
303000,1352.678571
340000,1504.424779
285000,1272.321429
225000,1022.727273
369000,1654.70852
284000,1285.067873
277000,1236.607143
324000,1446.428571
281000,1271.493213
272000,1214.285714
289000,1273.127753
371000,1678.733032
250000,1101.321586
235000,1039.823009
310000,1371.681416
370000,1637.168142
360000,1607.142857
285000,1272.321429
353000,1555.066079
265000,1199.095023
248000,1107.142857
218000,986.4253394
309000,1404.545455
300000,1351.351351
288000,1268.722467
282000,1247.787611
283000,1274.774775
228000,1004.405286
264000,1200
297000,1331.838565
346000,1537.777778
330000,1473.214286
369000,1677.272727
242000,1070.79646
276000,1215.859031
275000,1233.183857
382000,1690.265487
276000,1215.859031
310000,1402.714932
359000,1595.555556
348000,1533.039648
343000,1517.699115
300000,1321.585903
255000,1138.392857
309000,1404.545455
310000,1371.681416
378000,1702.702703
219000,990.9502262
259000,1140.969163
323000,1448.430493
321000,1439.461883
345000,1561.085973
344000,1542.600897
247000,1088.105727
322000,1424.778761
331000,1490.990991
354000,1580.357143
355000,1606.334842
251000,1105.726872
312000,1418.181818
240000,1057.268722
236000,1058.295964
365000,1636.7713
263000,1163.716814
258000,1167.420814
229000,1008.810573
369000,1640
236000,1067.873303
326000,1442.477876
322000,1457.013575
376000,1693.693694
361000,1611.607143
307000,1389.140271
233000,1049.54955
376000,1671.111111
377000,1713.636364
263000,1163.716814
364000,1632.286996
291000,1293.333333
355000,1563.876652
279000,1234.513274
264000,1178.571429
313000,1397.321429
268000,1180.61674
296000,1303.964758
214000,972.7272727
350000,1555.555556
246000,1118.181818
344000,1549.54955
299000,1352.941176
223000,986.7256637
361000,1604.444444
267000,1208.144796
319000,1411.504425
287000,1286.995516
286000,1276.785714
380000,1688.888889
246000,1098.214286
305000,1361.607143
294000,1312.5
228000,1022.421525
357000,1622.727273
367000,1645.73991
287000,1281.25
362000,1601.769912
298000,1348.41629
307000,1370.535714
286000,1271.111111
242000,1070.79646
254000,1133.928571
377000,1668.141593
334000,1477.876106
335000,1475.770925
238000,1072.072072
301000,1361.99095
319000,1443.438914
305000,1355.555556
377000,1683.035714
316000,1404.444444
276000,1215.859031
344000,1563.636364
238000,1067.264574
316000,1429.864253
283000,1286.363636
284000,1290.909091
348000,1574.660633
355000,1577.777778
363000,1627.802691
344000,1515.418502
328000,1477.477477
356000,1596.412556
301000,1368.181818
268000,1191.111111
245000,1079.295154
226000,1027.272727
352000,1592.760181
261000,1160
371000,1663.67713
243000,1099.547511
305000,1343.612335
343000,1552.036199
258000,1167.420814
316000,1404.444444
278000,1235.555556
275000,1250
317000,1402.654867
264000,1200
318000,1445.454545
333000,1486.607143
294000,1295.154185
224000,995.5555556
306000,1366.071429
328000,1464.285714
299000,1334.821429
243000,1094.594595
330000,1466.666667
292000,1309.41704
325000,1444.444444
359000,1617.117117
234000,1049.327354
378000,1680
330000,1479.820628
357000,1608.108108
216000,951.5418502
339000,1506.666667
244000,1079.646018
224000,995.5555556
382000,1713.004484
375000,1681.61435
344000,1522.123894
341000,1502.202643
362000,1608.888889
349000,1572.072072
305000,1355.555556
222000,986.6666667
280000,1272.727273
312000,1411.764706
264000,1189.189189
384000,1714.285714
251000,1115.555556
234000,1058.823529
236000,1039.647577
267000,1191.964286
374000,1692.307692
378000,1718.181818
382000,1697.777778
230000,1013.215859
377000,1675.555556
367000,1668.181818
260000,1171.171171
284000,1262.222222
378000,1672.566372
363000,1642.533937
347000,1563.063063
263000,1158.590308
374000,1669.642857
265000,1167.400881
346000,1572.727273
267000,1197.309417
232000,1045.045045
292000,1315.315315
289000,1273.127753
308000,1362.831858
362000,1638.00905
370000,1681.818182
318000,1407.079646
341000,1529.147982
232000,1054.545455
313000,1422.727273
346000,1530.973451
379000,1676.99115
383000,1694.690265
351000,1595.454545
235000,1053.811659
264000,1173.333333
336000,1527.272727
236000,1058.295964
308000,1400
364000,1654.545455
283000,1286.363636
281000,1260.089686
230000,1022.222222
329000,1468.75
337000,1524.886878
242000,1090.09009
301000,1325.991189
245000,1108.597285
297000,1320
245000,1079.295154
284000,1279.279279
275000,1238.738739
274000,1207.048458
263000,1174.107143
259000,1140.969163
335000,1495.535714
262000,1154.185022
291000,1299.107143
320000,1422.222222
